,GEOID,households
2087,4710391244.0,263
2088,4710390294.0,456
2089,4710390294.0,451
2090,4710390294.0,333
2091,4710390294.0,386
2092,4710390864.0,276
2093,4710390864.0,385
2094,4710391054.0,953
2095,4710390864.0,429
2096,4710390864.0,727
2097,4710391054.0,555
2098,4710390484.0,441
2099,4710390484.0,584
2100,4710391244.0,735
2101,4710391244.0,545
2102,4710391244.0,657
2103,4710391434.0,878
2104,4710391434.0,812
2105,4710390674.0,388
2106,4710390104.0,621
2107,4710390674.0,1001
2108,4710390104.0,790
2109,4710390104.0,516
2110,4710590866.0,537
2111,4710590866.0,1165
2112,4710590866.0,277
2113,4710590866.0,373
2114,4710590106.0,1051
2115,4710590296.0,1075
2116,4710590296.0,291
2117,4710590296.0,455
2118,4710590296.0,347
2119,4710590296.0,968
2120,4710590866.0,981
2121,4710590296.0,779
2122,4710590866.0,615
2123,4710591056.0,568
2124,4710590296.0,367
2125,4710591056.0,1012
2126,4710590486.0,396
2127,4710590486.0,599
2128,4710590486.0,1028
2129,4710590106.0,456
2130,4710590106.0,933
2131,4710591246.0,944
2132,4710591246.0,1122
2133,4710591246.0,1024
2134,4710590106.0,514
2135,4710590676.0,497
2136,4710590106.0,508
2137,4710590106.0,402
2138,4710590106.0,920
2139,4710590676.0,524
2140,4710590676.0,583
2141,4710790298.0,1103
2142,4710790298.0,358
2143,4710790298.0,677
2144,4710790108.0,742
2145,4710790298.0,781
2146,4710790298.0,1160
2147,4710790298.0,572
2148,4710790868.0,668
2149,4710790108.0,523
2150,4710790108.0,341
2151,4710790108.0,391
2152,4710790108.0,359
2153,4710790298.0,390
2154,4710790298.0,542
2155,4710790488.0,441
2156,4710790488.0,1070
2157,4710790868.0,1131
2158,4710790868.0,523
2159,4710790868.0,612
2160,4710790488.0,733
2161,4710790488.0,513
2162,4710790488.0,326
2163,4710790488.0,686
2164,4710790678.0,288
2165,4710790678.0,503
2166,4710790678.0,604
2167,4710790678.0,822
2168,4710790488.0,524
2169,4710790678.0,802
2170,4710790678.0,338
2171,4710790108.0,757
2172,4710790868.0,925
2173,4710790868.0,715
2174,4710790868.0,472
2175,4710990490.0,425
2176,4710990490.0,737
2177,4710990300.0,516
2178,4710990110.0,485
2179,4710990110.0,397
2180,4710990110.0,625
2181,4710990680.0,486
2182,4710991250.0,360
2183,4710990300.0,369
2184,4710990870.0,403
2185,4710991060.0,641
2186,4710990680.0,833
2187,4710990490.0,704
2188,4710991060.0,514
2189,4710990870.0,338
2190,4710990870.0,413
2191,4710990870.0,789
2192,4710991250.0,733
2193,4710991250.0,601
2194,4711190302.0,720
2195,4711190492.0,655
2196,4711190112.0,572
2197,4711190492.0,501
2198,4711191442.0,708
2199,4711191442.0,1078
2200,4711190682.0,843
2201,4711190682.0,487
2202,4711191252.0,555
2203,4711191822.0,469
2204,4711190682.0,976
2205,4711191062.0,661
2206,4711190872.0,941
2207,4711390304.0,558
2208,4711390874.0,562
2209,4711390874.0,480
2210,4711391254.0,807
2211,4711391254.0,289
2212,4711390494.0,405
2213,4711390684.0,599
2214,4711390684.0,711
2215,4711391254.0,197
2216,4711390304.0,381
2217,4711390304.0,273
2218,4711390304.0,366
2219,4711390494.0,595
2220,4711390874.0,140
2221,4711390304.0,565
2222,4711390304.0,689
2223,4711390874.0,241
2224,4711390874.0,293
2225,4711390874.0,852
2226,4711390304.0,565
2227,4711390304.0,249
2228,4711390114.0,306
2229,4711390114.0,435
2230,4711390114.0,318
2231,4711390114.0,287
2232,4711391254.0,291
2233,4711390874.0,395
2234,4711390874.0,382
2235,4711390114.0,302
2236,4711390114.0,61
2237,4711390114.0,221
2238,4711390114.0,298
2239,4711390114.0,228
2240,4711390114.0,403
2241,4711391064.0,693
2242,4711391444.0,893
2243,4711391064.0,886
2244,4711391254.0,362
2245,4711391254.0,445
2246,4711391444.0,304
2247,4711391444.0,555
2248,4711390874.0,609
2249,4711391824.0,1196
2250,4711391824.0,727
2251,4711391824.0,782
2252,4711391444.0,495
2253,4711391444.0,347
2254,4711391824.0,1032
2255,4711390684.0,1068
2256,4711390494.0,950
2257,4711390684.0,505
2258,4711390684.0,949
2259,4711391634.0,1645
2260,4711390684.0,806
2261,4711390684.0,528
2262,4711391634.0,238
2263,4711391824.0,1120
2264,4711391824.0,883
2265,4711391634.0,954
2266,4711391634.0,693
2267,4711391634.0,925
2268,4711391634.0,1031
2269,4711391254.0,269
2270,4711391254.0,343
2271,4711391064.0,730
2272,4711391254.0,571
2273,4711391444.0,414
2274,4711391444.0,561
2275,4711391064.0,253
2276,4711391064.0,436
2277,4711590876.0,529
2278,4711590876.0,476
2279,4711590686.0,592
2280,4711590686.0,827
2281,4711590876.0,417
2282,4711590876.0,814
2283,4711590686.0,400
2284,4711590496.0,837
2285,4711590306.0,422
2286,4711590306.0,783
2287,4711590686.0,1056
2288,4711590496.0,855
2289,4711590496.0,448
2290,4711590306.0,451
2291,4711590116.0,552
2292,4711590116.0,842
2293,4711590116.0,393
2294,4711590306.0,509
2295,4711590116.0,693
2296,4711790118.0,853
2297,4711790118.0,470
2298,4711790308.0,1064
2299,4711791068.0,453
2300,4711791068.0,700
2301,4711791448.0,934
2302,4711790498.0,558
2303,4711791448.0,535
2304,4711791638.0,1144
2305,4711791638.0,769
2306,4711791258.0,441
2307,4711791068.0,845
2308,4711791258.0,404
2309,4711791638.0,658
2310,4711791638.0,486
2311,4711790878.0,619
2312,4711790498.0,652
2313,4711790688.0,447
2314,4711790688.0,674
2315,4711991070.0,581
2316,4711991260.0,417
2317,4711991260.0,491
2318,4711991070.0,754
2319,4711991070.0,1225
2320,4711992020.0,653
2321,4711992020.0,4716
2322,4711990880.0,1228
2323,4711992020.0,1438
2324,4711991450.0,1119
2325,4711990120.0,733
2326,4711990500.0,390
2327,4711990880.0,968
2328,4711990120.0,609
2329,4711990500.0,197
2330,4711990500.0,271
2331,4711991450.0,839
2332,4711990500.0,296
2333,4711990500.0,329
2334,4711990120.0,651
2335,4711990120.0,442
2336,4711990500.0,334
2337,4711990120.0,290
2338,4711990120.0,319
2339,4711990310.0,447
2340,4711990310.0,551
2341,4711990310.0,379
2342,4711990310.0,391
2343,4711990310.0,348
2344,4711990690.0,618
2345,4711990310.0,822
2346,4711991260.0,794
2347,4711990690.0,1486
2348,4711990690.0,576
2349,4711991260.0,712
2350,4711991260.0,652
2351,4711991830.0,444
2352,4711991260.0,644
2353,4711991640.0,1155
2354,4711991640.0,504
2355,4711991830.0,499
2356,4711991830.0,519
2357,4711991640.0,733
2358,4711990310.0,654
2359,4711991640.0,662
2360,4711991640.0,698
2361,4711990500.0,563
2362,4711991450.0,946
2363,4711991450.0,652
2364,4711991640.0,845
2365,4712190882.0,611
2366,4712190692.0,730
2367,4712190692.0,759
2368,4712190502.0,1226
2369,4712190312.0,602
2370,4712190122.0,1006
2371,4712390504.0,924
2372,4712390314.0,788
2373,4712390694.0,680
2374,4712390694.0,875
2375,4712390124.0,544
2376,4712390124.0,1042
2377,4712390124.0,585
2378,4712390124.0,943
2379,4712390124.0,1091
2380,4712390124.0,305
2381,4712390124.0,525
2382,4712390314.0,480
2383,4712390314.0,423
2384,4712390314.0,531
2385,4712390314.0,367
2386,4712390314.0,807
2387,4712390504.0,375
2388,4712390314.0,512
2389,4712390314.0,534
2390,4712390314.0,677
2391,4712390504.0,978
2392,4712390504.0,925
2393,4712390504.0,631
2394,4712390504.0,686
2395,4712390504.0,638
2396,4712390504.0,617
2397,4712390504.0,713
2398,4712390504.0,277
2399,4712590886.0,539
2400,4712590886.0,345
2401,4712590886.0,491
2402,4712590886.0,559
2403,4712590695.0,829
2404,4712590695.0,849
2405,4712593926.0,800
2406,4712590886.0,520
2407,4712593736.0,581
2408,4712593926.0,703
2409,4712593736.0,1131
2410,4712593926.0,914
2411,4712593926.0,686
2412,4712593926.0,831
2413,4712593926.0,272
2414,4712590316.0,344
2415,4712592406.0,619
2416,4712592406.0,315
2417,4712592406.0,605
2418,4712592406.0,542
2419,4712592216.0,541
2420,4712592976.0,1130
2421,4712592216.0,653
2422,4712592406.0,631
2423,4712592026.0,1159
2424,4712591836.0,470
2425,4712592026.0,927
2426,4712592026.0,963
2427,4712592976.0,720
2428,4712591266.0,989
2429,4712591836.0,859
2430,4712591836.0,667
2431,4712591836.0,927
2432,4712591456.0,821
2433,4712591456.0,749
2434,4712593356.0,2084
2435,4712591646.0,979
2436,4712591646.0,540
2437,4712591646.0,699
2438,4712591646.0,1890
2439,4712592216.0,514
2440,4712592216.0,826
2441,4712592216.0,693
2442,4712592216.0,1004
2443,4712591456.0,0
2444,4712591456.0,421
2445,4712591836.0,1483
2446,4712591266.0,435
2447,4712591266.0,1187
2448,4712591266.0,634
2449,4712591266.0,716
2450,4712591076.0,976
2451,4712591076.0,504
2452,4712590695.0,772
2453,4712591076.0,549
2454,4712591076.0,742
2455,4712591076.0,380
2456,4712590695.0,747
2457,4712590695.0,780
2458,4712590506.0,1637
2459,4712593736.0,811
2460,4712590506.0,570
2461,4712590506.0,1087
2462,4712593736.0,2139
2463,4712590506.0,589
2464,4712590316.0,1277
2465,4712590506.0,1163
2466,4712590316.0,992
2467,4712590126.0,2082
2468,4712590316.0,1337
2469,4712590316.0,475
2470,4712593546.0,1151
2471,4712592596.0,1023
2472,4712590126.0,1158
2473,4712592596.0,662
2474,4712593166.0,572
2475,4712592596.0,1742
2476,4712593166.0,2169
2477,4712593356.0,2211
2478,4712590126.0,1375
2479,4712590126.0,44
2480,4712590126.0,686
2481,4712593546.0,388
2482,4712593546.0,2701
2483,4712591836.0,0
2484,4712790888.0,695
2485,4712790508.0,814
2486,4712790698.0,726
2487,4712790128.0,321
2488,4712990890.0,716
2489,4712990890.0,645
2490,4712990890.0,702
2491,4712990700.0,713
2492,4712990510.0,613
2493,4712990510.0,483
2494,4712991080.0,0
2495,4712991080.0,391
2496,4712990130.0,727
2497,4712990130.0,516
2498,4712990130.0,427
2499,4712990320.0,620
2500,4712990320.0,461
2501,4712990320.0,367
2502,4712990320.0,465
2503,4713190132.0,667
2504,4713190132.0,307
2505,4713190132.0,562
2506,4713190132.0,356
2507,4713190322.0,544
2508,4713190322.0,384
2509,4713190892.0,364
2510,4713190512.0,453
2511,4713190892.0,503
2512,4713190892.0,676
2513,4713190892.0,325
2514,4713191082.0,611
2515,4713190892.0,357
2516,4713191082.0,413
2517,4713191082.0,397
2518,4713190322.0,451
2519,4713191272.0,574
2520,4713190702.0,519
2521,4713190322.0,347
2522,4713190702.0,505
2523,4713191272.0,307
2524,4713191272.0,667
2525,4713191272.0,690
2526,4713190512.0,612
2527,4713190512.0,356
2528,4713190512.0,316
2529,4713190512.0,236
2530,4713190512.0,327
2531,4713390324.0,312
2532,4713390514.0,369
2533,4713390324.0,706
2534,4713390324.0,542
2535,4713390324.0,862
2536,4713390134.0,455
2537,4713390514.0,628
2538,4713390514.0,615
2539,4713390894.0,459
2540,4713390894.0,344
2541,4713390704.0,873
2542,4713390704.0,1071
2543,4713390894.0,577
2544,4713390514.0,557
2545,4713390514.0,494
2546,4713591086.0,332
2547,4713590326.0,543
2548,4713590706.0,400
2549,4713590516.0,495
2550,4713590326.0,644
2551,4713590136.0,354
2552,4713590136.0,440
2553,4713790518.0,514
2554,4713790708.0,578
2555,4713790138.0,379
2556,4713790138.0,469
2557,4713790708.0,318
2558,4713990520.0,649
2559,4713990330.0,536
2560,4713990140.0,348
2561,4713990330.0,498
2562,4713990140.0,643
2563,4713990140.0,761
2564,4713990140.0,441
2565,4713990330.0,521
2566,4713990330.0,1012
2567,4713990520.0,342
2568,4713990520.0,618
2569,4713990520.0,778
2570,4714192232.0,462
2571,4714190712.0,716
2572,4714190712.0,839
2573,4714192042.0,1152
2574,4714192232.0,708
2575,4714192232.0,720
2576,4714190902.0,1439
2577,4714191852.0,557
2578,4714192042.0,580
2579,4714191852.0,1158
2580,4714190522.0,798
2581,4714190522.0,1230
2582,4714192042.0,402
2583,4714192042.0,700
2584,4714190332.0,985
2585,4714190332.0,488
2586,4714190332.0,352
2587,4714190142.0,972
2588,4714190142.0,956
2589,4714191092.0,880
2590,4714190142.0,447
2591,4714191092.0,651
2592,4714191092.0,620
2593,4714190522.0,368
2594,4714191852.0,867
2595,4714190522.0,604
2596,4714191662.0,1019
2597,4714191662.0,1086
2598,4714191282.0,598
2599,4714191472.0,447
2600,4714191472.0,635
2601,4714191472.0,384
2602,4714191472.0,378
2603,4714191472.0,900
2604,4714191282.0,864
2605,4714191472.0,613
2606,4714190902.0,991
2607,4714190142.0,546
2608,4714191282.0,918
2609,4714190902.0,1225
2610,4714190712.0,943
2611,4714390144.0,539
2612,4714390144.0,871
2613,4714390334.0,671
2614,4714390524.0,825
2615,4714390524.0,738
2616,4714390334.0,347
2617,4714390524.0,854
2618,4714390714.0,798
2619,4714391284.0,720
2620,4714391664.0,368
2621,4714391664.0,685
2622,4714391664.0,637
2623,4714391474.0,606
2624,4714390904.0,691
2625,4714391284.0,642
2626,4714390904.0,548
2627,4714391094.0,896
2628,4714391284.0,408
2629,4714391474.0,1003
2630,4714590716.0,646
2631,4714590716.0,685
2632,4714590906.0,607
2633,4714590906.0,575
2634,4714591096.0,655
2635,4714591096.0,375
2636,4714591096.0,546
2637,4714591096.0,758
2638,4714591286.0,477
2639,4714591096.0,609
2640,4714591096.0,465
2641,4714591096.0,757
2642,4714591286.0,612
2643,4714591286.0,831
2644,4714591286.0,684
2645,4714591286.0,619
2646,4714590146.0,579
2647,4714590146.0,373
2648,4714590146.0,640
2649,4714590146.0,404
2650,4714590146.0,790
2651,4714590146.0,615
2652,4714590146.0,642
2653,4714590146.0,484
2654,4714591096.0,575
2655,4714591096.0,573
2656,4714590336.0,299
2657,4714590336.0,497
2658,4714590336.0,252
2659,4714590336.0,671
2660,4714590336.0,319
2661,4714590336.0,575
2662,4714590336.0,317
2663,4714590336.0,618
2664,4714590526.0,667
2665,4714590716.0,566
2666,4714590716.0,453
2667,4714590716.0,427
2668,4714590526.0,426
2669,4714590526.0,457
2670,4714590716.0,0
2671,4714791478.0,642
2672,4714790148.0,870
2673,4714790338.0,1017
2674,4714790528.0,1402
2675,4714790528.0,384
2676,4714791478.0,1093
2677,4714790148.0,1204
2678,4714791288.0,774
2679,4714791288.0,358
2680,4714791288.0,490
2681,4714791478.0,608
2682,4714792238.0,472
2683,4714792048.0,568
2684,4714792048.0,663
2685,4714792238.0,594
2686,4714791668.0,1132
2687,4714791668.0,472
2688,4714791858.0,899
2689,4714791858.0,1020
2690,4714791478.0,1156
2691,4714791478.0,575
2692,4714791098.0,1066
2693,4714790718.0,690
2694,4714791858.0,429
2695,4714790908.0,478
2696,4714790908.0,534
2697,4714790528.0,437
2698,4714790528.0,757
2699,4714790718.0,1193
2700,4714790908.0,404
2701,4714790718.0,325
2702,4714790718.0,467
2703,4714792048.0,1231
2704,4714791098.0,1432
2705,4714990150.0,1107
2706,4714990150.0,1259
2707,4714990910.0,2595
2708,4714990910.0,718
2709,4714990910.0,1308
2710,4714990910.0,425
2711,4714990910.0,617
2712,4714992240.0,588
2713,4714990910.0,1397
2714,4714993570.0,1009
2715,4714992050.0,308
2716,4714993570.0,1058
2717,4714993570.0,985
2718,4714992050.0,957
2719,4714992050.0,1021
2720,4714992050.0,1117
2721,4714992240.0,2419
2722,4714991860.0,1179
2723,4714992050.0,1308
2724,4714991860.0,1216
2725,4714990530.0,292
2726,4714990530.0,499
2727,4714990530.0,583
2728,4714992240.0,1484
2729,4714990340.0,505
2730,4714990340.0,893
2731,4714990530.0,1010
2732,4714990530.0,457
2733,4714990340.0,944
2734,4714990340.0,886
2735,4714990340.0,259
2736,4714990340.0,708
2737,4714990720.0,690
2738,4714991100.0,331
2739,4714991100.0,345
2740,4714991100.0,489
2741,4714991480.0,2659
2742,4714991480.0,1501
2743,4714991100.0,1567
2744,4714991100.0,702
2745,4714991670.0,2061
2746,4714991860.0,812
2747,4714991860.0,575
2748,4714991670.0,540
2749,4714991670.0,747
2750,4714991670.0,629
2751,4714991670.0,686
2752,4714991670.0,862
2753,4714991670.0,848
2754,4714993760.0,333
2755,4714993760.0,1794
2756,4714991290.0,532
2757,4714991480.0,673
2758,4714991480.0,789
2759,4714991480.0,313
2760,4714991480.0,367
2761,4714991480.0,1065
2762,4714993570.0,1179
2763,4714993570.0,460
2764,4714993000.0,2557
2765,4714993760.0,1888
2766,4714991290.0,1687
2767,4714992430.0,5323
2768,4714992430.0,788
2769,4714992430.0,449
2770,4714991290.0,573
2771,4714991290.0,2098
2772,4714991290.0,478
2773,4714991290.0,1707
2774,4714992620.0,1153
2775,4714992620.0,798
2776,4714990530.0,474
2777,4714990530.0,462
2778,4714992810.0,1019
2779,4714992810.0,823
2780,4714990340.0,570
2781,4714990720.0,645
2782,4714990720.0,584
2783,4714990720.0,575
2784,4714993380.0,1503
2785,4714991100.0,880
2786,4714993950.0,605
2787,4714991100.0,1013
2788,4714992620.0,699
2789,4714992620.0,679
2790,4714992620.0,511
2791,4714992620.0,523
2792,4714992620.0,1017
2793,4714992810.0,1494
2794,4714992810.0,1849
2795,4714992810.0,482
2796,4714993190.0,1195
2797,4714993190.0,816
2798,4714992810.0,324
2799,4714993190.0,1984
2800,4714990720.0,1673
2801,4714993190.0,29
2802,4714993000.0,949
2803,4714993000.0,437
2804,4714993000.0,884
2805,4714993000.0,507
2806,4714993000.0,610
2807,4714993000.0,473
2808,4714993000.0,599
2809,4714993000.0,630
2810,4714993000.0,207
2811,4714992430.0,265
2812,4714993380.0,911
2813,4714993380.0,644
2814,4714993380.0,403
2815,4714993380.0,481
2816,4714993380.0,300
2817,4714992430.0,580
2818,4714993380.0,506
2819,4714993950.0,1047
2820,4714993950.0,1011
2821,4714993950.0,926
2822,4714993950.0,1079
2823,4714993950.0,1007
2824,4714992240.0,343
2825,4714992240.0,700
2826,4714992240.0,843
2827,4714990530.0,3282
2828,4715190912.0,488
2829,4715190912.0,359
2830,4715190912.0,869
2831,4715191292.0,575
2832,4715191292.0,739
2833,4715191292.0,614
2834,4715191102.0,522
2835,4715190722.0,388
2836,4715190722.0,695
2837,4715190722.0,317
2838,4715190532.0,689
2839,4715190532.0,499
2840,4715190152.0,615
2841,4715190152.0,277
2842,4715190342.0,693
2843,4715190342.0,431
2844,4715390344.0,802
2845,4715391674.0,380
2846,4715390534.0,385
2847,4715391294.0,1106
2848,4715391104.0,529
2849,4715391674.0,995
2850,4715390154.0,1156
2851,4715391484.0,532
2852,4715591486.0,675
2853,4715591486.0,843
2854,4715591486.0,1248
2855,4715591486.0,965
2856,4715591486.0,578
2857,4715591106.0,1208
2858,4715591106.0,1233
2859,4715591106.0,716
2860,4715591866.0,1491
2861,4715591676.0,674
2862,4715591676.0,1428
2863,4715591676.0,764
2864,4715591296.0,1479
2865,4715591866.0,651
2866,4715591866.0,740
2867,4715590726.0,450
2868,4715590916.0,1223
2869,4715591296.0,728
2870,4715591296.0,886
2871,4715591296.0,808
2872,4715590536.0,793
2873,4715590536.0,1329
2874,4715590536.0,488
2875,4715591296.0,991
2876,4715590156.0,1231
2877,4715590156.0,693
2878,4715590156.0,894
2879,4715590156.0,607
2880,4715590726.0,939
2881,4715590916.0,1854
2882,4715590916.0,1038
2883,4715590346.0,650
2884,4715590346.0,771
2885,4715590346.0,934
2886,4715590346.0,912
2887,4715590726.0,633
2888,4715590726.0,685
2889,4715590726.0,675
2890,4715590156.0,405
2891,4715592056.0,763
2892,4715592056.0,139
2893,4715592056.0,626
2894,4715592056.0,800
2895,4715592056.0,0
2896,4715791488.0,895
2897,4715791488.0,1212
2898,4715791488.0,1209
2899,4715791488.0,370
2900,4715791488.0,210
2901,4715791488.0,119
2902,4715791298.0,188
2903,4715791298.0,448
2904,4715791298.0,385
2905,4715791298.0,481
2906,4715791298.0,870
2907,4715791298.0,472
2908,4715791298.0,540
2909,4715791298.0,419
2910,4715791298.0,304
2911,4715791298.0,247
2912,4715791298.0,286
2913,4715791298.0,372
2914,4715791298.0,471
2915,4715791298.0,473
2916,4715791298.0,292
2917,4715791298.0,440
2918,4715791298.0,679
2919,4715791298.0,291
2920,4715791298.0,498
2921,4715791298.0,348
2922,4715791298.0,328
2923,4715791298.0,259
2924,4715791298.0,341
2925,4715791298.0,625
2926,4715791298.0,350
2927,4715791298.0,375
2928,4715791298.0,461
2929,4715791298.0,449
2930,4715791298.0,108
2931,4715791298.0,819
2932,4715791298.0,490
2933,4715791298.0,428
2934,4715791298.0,153
2935,4715791298.0,388
2936,4715791488.0,310
2937,4715791488.0,338
2938,4715791488.0,587
2939,4715791298.0,403
2940,4715791488.0,371
2941,4715791488.0,11
2942,4715791298.0,661
2943,4715791488.0,930
2944,4715791298.0,735
2945,4715791298.0,563
2946,4715791298.0,277
2947,4715791298.0,445
2948,4715791298.0,709
2949,4715791298.0,293
2950,4715791298.0,458
2951,4715790918.0,460
2952,4715790918.0,556
2953,4715790918.0,519
2954,4715790918.0,561
2955,4715791868.0,257
2956,4715791298.0,381
2957,4715791298.0,356
2958,4715791298.0,595
2959,4715791678.0,323
2960,4715791678.0,411
2961,4715791678.0,493
2962,4715791678.0,508
2963,4715791678.0,614
2964,4715791298.0,673
2965,4715791678.0,835
2966,4715791678.0,647
2967,4715791678.0,481
2968,4715791678.0,536
2969,4715791298.0,664
2970,4715791678.0,334
2971,4715791488.0,406
2972,4715791488.0,767
2973,4715791298.0,182
2974,4715791488.0,804
2975,4715791488.0,819
2976,4715791488.0,614
2977,4715791488.0,807
2978,4715791488.0,928
2979,4715791488.0,1038
2980,4715791488.0,1338
2981,4715791488.0,225
2982,4715791488.0,700
2983,4715791488.0,247
2984,4715791488.0,175
2985,4715792058.0,406
2986,4715791678.0,517
2987,4715792058.0,509
2988,4715791678.0,367
2989,4715791678.0,217
2990,4715791678.0,364
2991,4715791678.0,598
2992,4715791678.0,429
2993,4715791678.0,523
2994,4715791488.0,495
2995,4715791678.0,435
2996,4715791488.0,196
2997,4715791488.0,253
2998,4715791488.0,296
2999,4715791488.0,337
3000,4715791488.0,350
3001,4715791678.0,481
3002,4715791678.0,324
3003,4715791488.0,331
3004,4715791488.0,99
3005,4715791488.0,349
3006,4715791678.0,520
3007,4715791678.0,182
3008,4715791678.0,455
3009,4715791678.0,674
3010,4715791678.0,361
3011,4715791678.0,736
3012,4715791678.0,546
3013,4715791678.0,663
3014,4715791678.0,255
3015,4715791678.0,398
3016,4715791678.0,398
3017,4715791678.0,293
3018,4715791678.0,265
3019,4715791678.0,317
3020,4715791678.0,402
3021,4715791678.0,439
3022,4715791678.0,336
3023,4715791678.0,342
3024,4715791678.0,577
3025,4715791678.0,467
3026,4715791678.0,245
3027,4715791678.0,537
3028,4715791678.0,570
3029,4715791678.0,952
3030,4715791678.0,654
3031,4715791868.0,586
3032,4715791868.0,369
3033,4715791868.0,551
3034,4715791868.0,783
3035,4715791868.0,755
3036,4715791678.0,242
3037,4715791678.0,353
3038,4715791678.0,262
3039,4715791678.0,389
3040,4715791678.0,434
3041,4715791678.0,458
3042,4715791678.0,287
3043,4715791678.0,386
3044,4715791678.0,693
3045,4715791678.0,426
3046,4715791678.0,786
3047,4715791678.0,518
3048,4715791678.0,324
3049,4715791678.0,369
3050,4715791678.0,472
3051,4715791678.0,372
3052,4715791868.0,846
3053,4715791868.0,486
3054,4715791868.0,563
3055,4715791868.0,342
3056,4715791678.0,413
3057,4715791678.0,286
3058,4715791678.0,255
3059,4715791678.0,289
3060,4715791678.0,1035
3061,4715791678.0,460
3062,4715791678.0,205
3063,4715791868.0,371
3064,4715791868.0,366
3065,4715791868.0,383
3066,4715791868.0,215
3067,4715791868.0,258
3068,4715791868.0,819
3069,4715791868.0,1030
3070,4715790918.0,815
3071,4715790918.0,822
3072,4715790918.0,780
3073,4715790918.0,489
3074,4715790918.0,377
3075,4715790918.0,580
3076,4715790918.0,477
3077,4715790918.0,621
3078,4715791108.0,805
3079,4715791108.0,399
3080,4715791298.0,404
3081,4715791108.0,307
3082,4715791108.0,474
3083,4715791108.0,591
3084,4715790918.0,414
3085,4715790918.0,426
3086,4715790918.0,481
3087,4715790918.0,439
3088,4715790918.0,835
3089,4715790918.0,613
3090,4715790918.0,815
3091,4715791868.0,716
3092,4715791868.0,739
3093,4715791868.0,714
3094,4715791868.0,920
3095,4715791868.0,740
3096,4715791868.0,794
3097,4715791868.0,638
3098,4715791868.0,840
3099,4715791868.0,789
3100,4715791868.0,351
3101,4715791868.0,531
3102,4715791868.0,487
3103,4715791868.0,616
3104,4715791868.0,692
